clube,imagem,caminho_local,tamanho_original_kb,tamanho_comprimido_kb
A.I.K,6c93251e.jpg,imagens\A.I.K\6c93251e.jpg,570.4,264.9
A.I.K,68fb4214.jpg,imagens\A.I.K\68fb4214.jpg,559.5,258.5
AJAX,70371bdc.jpg,imagens\AJAX\70371bdc.jpg,283.9,288
AJAX,828f3092.jpg,imagens\AJAX\828f3092.jpg,262.7,253.9
AJAX,79d39149.jpg,imagens\AJAX\79d39149.jpg,292.4,174
AJAX,7383d3fb.jpg,imagens\AJAX\7383d3fb.jpg,312.3,316.9
AJAX,fcac4d67.jpg,imagens\AJAX\fcac4d67.jpg,649.4,252.6
AJAX,55386126.jpg,imagens\AJAX\55386126.jpg,304.9,179.8
AJAX,78bc04e0.jpg,imagens\AJAX\78bc04e0.jpg,373,360.2
ALAVES,61671374.jpg,imagens\ALAVES\61671374.jpg,3047.5,242.1
ALAVES,75e12d53.jpg,imagens\ALAVES\75e12d53.jpg,2878.4,211.2
ALAVES,3cb27faa.jpg,imagens\ALAVES\3cb27faa.jpg,2586.3,190
ALAVES,17c06f06.jpg,imagens\ALAVES\17c06f06.jpg,3114.9,240
ALEMANHA,e15ace36.jpg,imagens\ALEMANHA\e15ace36.jpg,421.1,257.1
ALEMANHA,f1581619.jpg,imagens\ALEMANHA\f1581619.jpg,112.9,107.7
ALEMANHA,0f51764b.jpg,imagens\ALEMANHA\0f51764b.jpg,103.9,100.8
ALEMANHA,546af60f.jpg,imagens\ALEMANHA\546af60f.jpg,202.1,116.2
ALEMANHA,1d2aefca.jpg,imagens\ALEMANHA\1d2aefca.jpg,783.2,287
ALEMANHA,de774d5a.jpg,imagens\ALEMANHA\de774d5a.jpg,206.2,181.3
ALEMANHA,e79d53d1.jpg,imagens\ALEMANHA\e79d53d1.jpg,871.2,316.1
ALEMANHA,67f24476.jpg,imagens\ALEMANHA\67f24476.jpg,124.9,118.3
ALEMANHA,c2f74cb5.jpg,imagens\ALEMANHA\c2f74cb5.jpg,128.3,120.5
ALEMANHA,bd01d357.jpg,imagens\ALEMANHA\bd01d357.jpg,121.9,115
ALEMANHA,5d65c89e.jpg,imagens\ALEMANHA\5d65c89e.jpg,428.8,264
ALEMANHA,e6332154.jpg,imagens\ALEMANHA\e6332154.jpg,113.7,109.2
ALEMANHA,62f12193.jpg,imagens\ALEMANHA\62f12193.jpg,126.3,113.6
ALEMANHA,af0a0755.jpg,imagens\ALEMANHA\af0a0755.jpg,390.6,239.4
ALEMANHA,e00c4dfd.jpg,imagens\ALEMANHA\e00c4dfd.jpg,789.8,301.5
ALEMANHA,b25e64d0.jpg,imagens\ALEMANHA\b25e64d0.jpg,229.6,187.4
ALEMANHA,0582a306.jpg,imagens\ALEMANHA\0582a306.jpg,143.5,131.7
ALEMANHA,ed89cfeb.jpg,imagens\ALEMANHA\ed89cfeb.jpg,871.5,308.9
ALEMANHA,65b75897.jpg,imagens\ALEMANHA\65b75897.jpg,1824.2,173.5
ALEMANHA,4ced3f37.jpg,imagens\ALEMANHA\4ced3f37.jpg,1629.8,152.6
ALEMANHA,b3aeadd3.jpg,imagens\ALEMANHA\b3aeadd3.jpg,2399.9,180.9
ALEMANHA,cc939a21.jpg,imagens\ALEMANHA\cc939a21.jpg,3119.7,186.9
ALEMANHA,42c3ea33.jpg,imagens\ALEMANHA\42c3ea33.jpg,4453.9,151.2
ALEMANHA,901c9f0e.jpg,imagens\ALEMANHA\901c9f0e.jpg,3030.2,229.8
ALEMANHA,bd1a4069.jpg,imagens\ALEMANHA\bd1a4069.jpg,3778.8,124.8
ALEMANHA,3da31ee1.jpg,imagens\ALEMANHA\3da31ee1.jpg,4453.4,171.4
ALEMANHA,a402db83.jpg,imagens\ALEMANHA\a402db83.jpg,5307.4,315.1
ALEMANHA,8a7e639d.jpg,imagens\ALEMANHA\8a7e639d.jpg,4134.4,137.4
ALEMANHA,6ce0ba07.jpg,imagens\ALEMANHA\6ce0ba07.jpg,3097.5,176.8
ALEMANHA,7d0f826d.jpg,imagens\ALEMANHA\7d0f826d.jpg,5409.8,234.3
ALEMANHA,080a1f1d.jpg,imagens\ALEMANHA\080a1f1d.jpg,4657.5,177
ALEMANHA,e12627f8.jpg,imagens\ALEMANHA\e12627f8.jpg,4096.5,149.2
ALEMANHA,87ebcdea.jpg,imagens\ALEMANHA\87ebcdea.jpg,4569.8,144.9
ALEMANHA,90774fed.jpg,imagens\ALEMANHA\90774fed.jpg,3955.6,138.3
ALEMANHA,72f60c18.jpg,imagens\ALEMANHA\72f60c18.jpg,4552.3,160
ALEMANHA,0f85fb49.jpg,imagens\ALEMANHA\0f85fb49.jpg,4736.4,169.3
ALMERIA,667f5818.jpg,imagens\ALMERIA\667f5818.jpg,1018.3,243.4
ALMERIA,0c4a1de0.jpg,imagens\ALMERIA\0c4a1de0.jpg,1080.4,258.5
AMERICA DE CALI,IMG_8099.jpg,ERRO,0,0
AMERICA DE CALI,América-de-Cali-Escudo.jpg,imagens\AMERICA DE CALI\América-de-Cali-Escudo.jpg,25.9,18.1
AMERICA DE CALI,IMG_8099.jpg,ERRO,0,0
AMERICA DE CALI,América-de-Cali-Escudo_1.jpg,imagens\AMERICA DE CALI\América-de-Cali-Escudo_1.jpg,25.9,18.1
AMÉRICA MG,6c6fecb6.jpg,imagens\AMÉRICA MG\6c6fecb6.jpg,304.8,307.7
AMÉRICA MG,d58e59f5.jpg,imagens\AMÉRICA MG\d58e59f5.jpg,205.1,196.6
AMÉRICA MG,44fd0897.jpg,imagens\AMÉRICA MG\44fd0897.jpg,185.6,178.8
AMÉRICA MG,5343ba28.jpg,imagens\AMÉRICA MG\5343ba28.jpg,284.2,288.2
ARGELIA,d559d5aaa5dd7f9acaa004a3718607e9.jpg,imagens\ARGELIA\d559d5aaa5dd7f9acaa004a3718607e9.jpg,90.9,29.1
ARGELIA,1c13010e.jpg,imagens\ARGELIA\1c13010e.jpg,452.3,145.3
ARGELIA,IMG_6942.jpg,ERRO,0,0
ARGELIA,IMG_6941.jpg,ERRO,0,0
ARGELIA,IMG_6940.jpg,ERRO,0,0
ARGELIA,3f8015df.jpg,imagens\ARGELIA\3f8015df.jpg,740.8,265.2
ARGELIA,44415cc7.jpg,imagens\ARGELIA\44415cc7.jpg,558.4,173.6
ARGELIA,401c3e05.jpg,imagens\ARGELIA\401c3e05.jpg,491.6,156.8
ARGELIA,09874d96.jpg,imagens\ARGELIA\09874d96.jpg,523.9,163.5
ARGELIA,f9eb52cc.jpg,imagens\ARGELIA\f9eb52cc.jpg,713.3,247.7
ARGELIA,af7903f9.jpg,imagens\ARGELIA\af7903f9.jpg,531.1,164.3
ARGELIA,54b9e5a4.jpg,imagens\ARGELIA\54b9e5a4.jpg,1007.2,90.5
ARGELIA,ea72ecc4.jpg,imagens\ARGELIA\ea72ecc4.jpg,2484,187.4
ARGELIA,28d62641.jpg,imagens\ARGELIA\28d62641.jpg,550.9,176.7
ARGELIA,d261a6ba.jpg,imagens\ARGELIA\d261a6ba.jpg,479.7,149.5
ARGELIA,27d816f3.jpg,imagens\ARGELIA\27d816f3.jpg,3712.8,274.3
ARGELIA,8347bc1f.jpg,imagens\ARGELIA\8347bc1f.jpg,2412.5,187.9
ARGELIA,IMG_6943.jpg,ERRO,0,0
ARGELIA,530ca327.jpg,imagens\ARGELIA\530ca327.jpg,2834.7,201
ARGELIA,00f8a2e5.jpg,imagens\ARGELIA\00f8a2e5.jpg,2564.5,162.9
ARGELIA,4d06156a.jpg,imagens\ARGELIA\4d06156a.jpg,2785.1,260
ARGELIA,15047261.jpg,imagens\ARGELIA\15047261.jpg,2941.5,221.1
ARGELIA,8c3655e3.jpg,imagens\ARGELIA\8c3655e3.jpg,2772.4,211.5
ARGELIA,c9e0210f.jpg,imagens\ARGELIA\c9e0210f.jpg,2503.1,199.5
ARGELIA,fd9d332b.jpg,imagens\ARGELIA\fd9d332b.jpg,2665.7,176.5
ARGELIA,ce480a6d.jpg,imagens\ARGELIA\ce480a6d.jpg,2158.5,148.4
ARGELIA,27775715.jpg,imagens\ARGELIA\27775715.jpg,3232.5,267.4
ARGELIA,e8732789.jpg,imagens\ARGELIA\e8732789.jpg,3373.1,294.9
ARGELIA,3536952d.jpg,imagens\ARGELIA\3536952d.jpg,2761.3,247.7
ARGELIA,12fed771.jpg,imagens\ARGELIA\12fed771.jpg,2193.3,154.7
ARGELIA,a7c16a41.jpg,imagens\ARGELIA\a7c16a41.jpg,2750.1,196.7
ARGELIA,32f60093.jpg,imagens\ARGELIA\32f60093.jpg,3009.6,257.9
ARGELIA,9f362060.jpg,imagens\ARGELIA\9f362060.jpg,2723.3,215.7
ARGELIA,7d09b947.jpg,imagens\ARGELIA\7d09b947.jpg,2019.8,148.1
ARGELIA,62a16c18.jpg,imagens\ARGELIA\62a16c18.jpg,2130.5,146.3
ARGELIA,c56b206b.jpg,imagens\ARGELIA\c56b206b.jpg,3269,276.1
ARGELIA,41493783.jpg,imagens\ARGELIA\41493783.jpg,2297,154.4
ARGENTINA,5f19ede5.jpg,imagens\ARGENTINA\5f19ede5.jpg,121.6,114.9
ARGENTINA,ba2636d3.jpg,imagens\ARGENTINA\ba2636d3.jpg,123,116.1
ARGENTINA,90d86abb.jpg,imagens\ARGENTINA\90d86abb.jpg,215.6,187.2
ARGENTINA,81c19e5a.jpg,imagens\ARGENTINA\81c19e5a.jpg,134.9,125.3
ARGENTINA,edd8a57f.jpg,ERRO,0,0
ARGENTINA,0c26be0e.jpg,ERRO,0,0
ARGENTINA,e7793dd1.jpg,imagens\ARGENTINA\e7793dd1.jpg,245.9,203.9
ARGENTINA,2ec5a626.jpg,imagens\ARGENTINA\2ec5a626.jpg,172.4,147.1
ARGENTINA,f3cf5496.jpg,imagens\ARGENTINA\f3cf5496.jpg,311.4,219.5
ARGENTINA,48bf3850.jpg,imagens\ARGENTINA\48bf3850.jpg,220.1,183.3
ARGENTINA,1e3b806e.jpg,imagens\ARGENTINA\1e3b806e.jpg,171.3,147.5
ARGENTINA,a995d9b0.jpg,ERRO,0,0
ARGENTINA,85ff9ccb.jpg,imagens\ARGENTINA\85ff9ccb.jpg,210.9,180.9
ARGENTINA,25ab7724.jpg,imagens\ARGENTINA\25ab7724.jpg,145.9,132.9
ARGENTINA,034271cf.jpg,ERRO,0,0
ARGENTINA,fa76984a.jpg,imagens\ARGENTINA\fa76984a.jpg,182,154.4
ARGENTINA,6c1c0ee3.jpg,imagens\ARGENTINA\6c1c0ee3.jpg,2730.7,341.2
ARGENTINA,98d52c7a.jpg,imagens\ARGENTINA\98d52c7a.jpg,2657.2,308.1
ARGENTINA,039e21fd.jpg,imagens\ARGENTINA\039e21fd.jpg,2608.6,317.8
ARGENTINA,f362fe7b.jpg,imagens\ARGENTINA\f362fe7b.jpg,6370.4,182.3
ARGENTINA,ffbc5dcb.jpg,imagens\ARGENTINA\ffbc5dcb.jpg,4539.2,136.1
ARGENTINA,6d55182e.jpg,imagens\ARGENTINA\6d55182e.jpg,2785.2,338.1
ARGENTINA,229c419a.jpg,imagens\ARGENTINA\229c419a.jpg,4351.2,147
ARGENTINA,4f8a1d6e.jpg,imagens\ARGENTINA\4f8a1d6e.jpg,4605.1,164.2
ARGENTINA,80b451bc.jpg,imagens\ARGENTINA\80b451bc.jpg,5823.7,181.3
ARGENTINA,4ddf3e3d.jpg,imagens\ARGENTINA\4ddf3e3d.jpg,4362,149.7
ARGENTINA,be642a04.jpg,imagens\ARGENTINA\be642a04.jpg,4523.2,149.1
ARGENTINA,ef30a344.jpg,imagens\ARGENTINA\ef30a344.jpg,5796.7,213.9
ARGENTINA,e16ea11e.jpg,imagens\ARGENTINA\e16ea11e.jpg,4532.6,166.2
ARGENTINA,a03f76ca.jpg,imagens\ARGENTINA\a03f76ca.jpg,4690.4,198.6
ARGENTINA,ebd250a7.jpg,imagens\ARGENTINA\ebd250a7.jpg,4444.6,169.4
ARGENTINA,3c6df536.jpg,imagens\ARGENTINA\3c6df536.jpg,5625.1,159.5
ARGENTINA,de369e4b.jpg,imagens\ARGENTINA\de369e4b.jpg,4226.3,142.8
ARGENTINA,493330cf.jpg,imagens\ARGENTINA\493330cf.jpg,5823.9,174.8
ARGENTINA,c41450b6.jpg,imagens\ARGENTINA\c41450b6.jpg,5544,170.4
ARGENTINA,b22eb139.jpg,imagens\ARGENTINA\b22eb139.jpg,4785.7,158.8
ARGENTINA,25475aea.jpg,imagens\ARGENTINA\25475aea.jpg,5583.1,176.5
ARGENTINA,f1b73edc.jpg,imagens\ARGENTINA\f1b73edc.jpg,5757,220.5
ARGENTINA,fe9c2354.jpg,imagens\ARGENTINA\fe9c2354.jpg,5620.3,162.6
ARGENTINA,8f9543f3.jpg,imagens\ARGENTINA\8f9543f3.jpg,5466.5,139.2
ARGENTINA,5628742e.jpg,imagens\ARGENTINA\5628742e.jpg,5499.8,167.6
ARGENTINA,7051e4af.jpg,imagens\ARGENTINA\7051e4af.jpg,4653.5,211.6
ARGENTINA,914628e8.jpg,imagens\ARGENTINA\914628e8.jpg,4381,161
ARGENTINA,217e8097.jpg,imagens\ARGENTINA\217e8097.jpg,5942,185.4
ARGENTINA,a5c7bc6a.jpg,imagens\ARGENTINA\a5c7bc6a.jpg,4804.7,201.7
ARGENTINA,0f040225.jpg,imagens\ARGENTINA\0f040225.jpg,5234.9,184.5
ARGENTINA,8f00b832.jpg,imagens\ARGENTINA\8f00b832.jpg,4188.8,202.1
ARSENAL,232e6bc6.jpg,imagens\ARSENAL\232e6bc6.jpg,95.4,94.1
ARSENAL,8fa7b572.jpg,imagens\ARSENAL\8fa7b572.jpg,279.3,282.7
ARSENAL,5662075f.jpg,imagens\ARSENAL\5662075f.jpg,296.5,297.6
ARSENAL,20e25eb6.jpg,imagens\ARSENAL\20e25eb6.jpg,97.4,95.4
ARSENAL,990cfaf5.jpg,imagens\ARSENAL\990cfaf5.jpg,2861.6,176.5
ARSENAL,14a8dedd.jpg,imagens\ARSENAL\14a8dedd.jpg,434.1,148.1
ARSENAL,c49fb98c.jpg,imagens\ARSENAL\c49fb98c.jpg,127.5,120.4
ARSENAL,e79f96dc.jpg,imagens\ARSENAL\e79f96dc.jpg,2417.3,191.8
ARSENAL,67d63daf.jpg,imagens\ARSENAL\67d63daf.jpg,139.2,158
ARSENAL,85289ea5.jpg,imagens\ARSENAL\85289ea5.jpg,140.6,129.6
ARSENAL,269d947c.jpg,imagens\ARSENAL\269d947c.jpg,135.4,126.3
ARSENAL,59971abc.jpg,imagens\ARSENAL\59971abc.jpg,208.8,222.3
ARSENAL,dd904902.jpg,imagens\ARSENAL\dd904902.jpg,142.5,131.9
ARSENAL,9d6b6102.jpg,imagens\ARSENAL\9d6b6102.jpg,656.8,254.7
ARSENAL,c4461700.jpg,imagens\ARSENAL\c4461700.jpg,212.4,228.9
ARSENAL,e8a2c3e9.jpg,imagens\ARSENAL\e8a2c3e9.jpg,2705.2,239.8
ARSENAL,69ac9b8c.jpg,imagens\ARSENAL\69ac9b8c.jpg,357.7,127.3
ARSENAL,6cbecd7f.jpg,imagens\ARSENAL\6cbecd7f.jpg,254.9,148.7
ARSENAL,852acc81.jpg,imagens\ARSENAL\852acc81.jpg,3212.2,226.9
ARSENAL,91a674b9.jpg,imagens\ARSENAL\91a674b9.jpg,2955.9,300.4
ARSENAL,cb65d42c.jpg,imagens\ARSENAL\cb65d42c.jpg,260.6,156.5
ARSENAL,0ef2384d.jpg,imagens\ARSENAL\0ef2384d.jpg,3619.7,321.5
ARSENAL,5f7d6722.jpg,imagens\ARSENAL\5f7d6722.jpg,3025.9,305.4
ARSENAL,0bffd4dd.jpg,imagens\ARSENAL\0bffd4dd.jpg,3515,317.7
ARSENAL,dcd157ef.jpg,imagens\ARSENAL\dcd157ef.jpg,3930.5,352.5
ARSENAL,8d90c38a.jpg,imagens\ARSENAL\8d90c38a.jpg,2147.4,203.2
ARSENAL,f12ec1f6.jpg,imagens\ARSENAL\f12ec1f6.jpg,2237.8,209.5
ARSENAL,14172723.jpg,imagens\ARSENAL\14172723.jpg,7575.4,346.2
ARSENAL,a4ad72f3.jpg,imagens\ARSENAL\a4ad72f3.jpg,7508.5,354.8
ASTON VILLA,3fb5a1e2.jpg,imagens\ASTON VILLA\3fb5a1e2.jpg,303.7,305.5
ASTON VILLA,b264628a.jpg,imagens\ASTON VILLA\b264628a.jpg,4140.1,299.1
ASTON VILLA,3d37c0d4.jpg,imagens\ASTON VILLA\3d37c0d4.jpg,280.5,283.3
ASTON VILLA,0a319a13.jpg,imagens\ASTON VILLA\0a319a13.jpg,2443.8,114.3
ASTON VILLA,330156fb.jpg,imagens\ASTON VILLA\330156fb.jpg,3931.8,284.9
ASTON VILLA,0aa69a69.jpg,imagens\ASTON VILLA\0aa69a69.jpg,216.9,222.7
ASTON VILLA,0e23ea8b.jpg,imagens\ASTON VILLA\0e23ea8b.jpg,5498,236.8
ASTON VILLA,61d170a0.jpg,imagens\ASTON VILLA\61d170a0.jpg,5252,222.5
ASTON VILLA,7a7e6027.jpg,imagens\ASTON VILLA\7a7e6027.jpg,5163.6,230.4
ASTON VILLA,a8519a63.jpg,imagens\ASTON VILLA\a8519a63.jpg,2186,95.3
ASTON VILLA,d79c3b9f.jpg,imagens\ASTON VILLA\d79c3b9f.jpg,4835.3,177.5
ATALANTA,67c89ae0.jpg,imagens\ATALANTA\67c89ae0.jpg,202.1,203.2
ATALANTA,3398d789.jpg,imagens\ATALANTA\3398d789.jpg,290.3,293.5
ATALANTA,33fa77ab.jpg,imagens\ATALANTA\33fa77ab.jpg,297.8,301.5
ATHLETIC BILBAO,0a963b10.jpg,imagens\ATHLETIC BILBAO\0a963b10.jpg,271.5,275.7
ATHLETIC BILBAO,235e2f43.jpg,imagens\ATHLETIC BILBAO\235e2f43.jpg,301.3,303.7
ATHLETIC BILBAO,f2437639.jpg,imagens\ATHLETIC BILBAO\f2437639.jpg,486,205.5
ATHLETIC BILBAO,08de8e7e.jpg,imagens\ATHLETIC BILBAO\08de8e7e.jpg,487.6,209.2
ATHLETIC BILBAO,66533b32.jpg,imagens\ATHLETIC BILBAO\66533b32.jpg,232.5,217.7
ATHLETICO PARANAENSE,365311f1.jpg,imagens\ATHLETICO PARANAENSE\365311f1.jpg,302.7,306.2
ATHLETICO PARANAENSE,b9374324.jpg,imagens\ATHLETICO PARANAENSE\b9374324.jpg,202.4,201.6
ATHLETICO PARANAENSE,42c51406.jpg,imagens\ATHLETICO PARANAENSE\42c51406.jpg,287.3,291.7
ATHLETICO PARANAENSE,b1262f3d.jpg,imagens\ATHLETICO PARANAENSE\b1262f3d.jpg,10413.9,152.5
ATHLETICO PARANAENSE,c43bccc3.jpg,imagens\ATHLETICO PARANAENSE\c43bccc3.jpg,10018.9,150.3
ATHLETICO PARANAENSE,8b92d0ad.jpg,imagens\ATHLETICO PARANAENSE\8b92d0ad.jpg,7604.2,147.9
ATHLETICO PARANAENSE,2cff15eb.jpg,imagens\ATHLETICO PARANAENSE\2cff15eb.jpg,235.5,232.9
ATHLETICO PARANAENSE,c6ba9cf7.jpg,imagens\ATHLETICO PARANAENSE\c6ba9cf7.jpg,9059.1,149
ATHLETICO PARANAENSE,61177499.jpg,imagens\ATHLETICO PARANAENSE\61177499.jpg,7503.7,146.4
ATHLETICO PARANAENSE,c985ef91.jpg,imagens\ATHLETICO PARANAENSE\c985ef91.jpg,7887.8,93.8
ATLETICO DE MADRID,0e92a950.jpg,imagens\ATLETICO DE MADRID\0e92a950.jpg,729.6,201.9
ATLETICO DE MADRID,83bf9c43.jpg,imagens\ATLETICO DE MADRID\83bf9c43.jpg,761.8,198.6
ATLETICO DE MADRID,90d2e9e3.jpg,ERRO,0,0
ATLETICO DE MADRID,c890ca4d.jpg,ERRO,0,0
ATLETICO DE MADRID,b05872d1.jpg,imagens\ATLETICO DE MADRID\b05872d1.jpg,373.3,123.2
ATLETICO DE MADRID,703ef7ba.jpg,imagens\ATLETICO DE MADRID\703ef7ba.jpg,391.7,136.5
ATLETICO DE MADRID,c926d915.jpg,imagens\ATLETICO DE MADRID\c926d915.jpg,2032.7,168.9
ATLETICO DE MADRID,a1d89281.jpg,imagens\ATLETICO DE MADRID\a1d89281.jpg,2371.9,183.5
ATLETICO DE MADRID,6b434f9f.jpg,imagens\ATLETICO DE MADRID\6b434f9f.jpg,5640.5,271.9
ATLETICO DE MADRID,8d28bfa9.jpg,imagens\ATLETICO DE MADRID\8d28bfa9.jpg,5229.5,194.8
ATLETICO DE MADRID,f223ed74.jpg,imagens\ATLETICO DE MADRID\f223ed74.jpg,2899.1,260.2
ATLETICO DE MADRID,67bf9f8a.jpg,imagens\ATLETICO DE MADRID\67bf9f8a.jpg,2047.8,229.1
ATLETICO DE MADRID,b427817b.jpg,imagens\ATLETICO DE MADRID\b427817b.jpg,2793.4,312.7
ATLETICO DE MADRID,d7e06c06.jpg,imagens\ATLETICO DE MADRID\d7e06c06.jpg,2731.4,358.9
ATLETICO DE MADRID,a0f1e997.jpg,imagens\ATLETICO DE MADRID\a0f1e997.jpg,2971.7,329.5
ATLETICO DE MADRID,22d648f5.jpg,imagens\ATLETICO DE MADRID\22d648f5.jpg,2836.4,305.4
ATLETICO DE MADRID,2f1647ef.jpg,imagens\ATLETICO DE MADRID\2f1647ef.jpg,2949.8,313.4
ATLETICO DE MADRID,55ad5b67.jpg,imagens\ATLETICO DE MADRID\55ad5b67.jpg,2438.2,305.7
ATLETICO DE MADRID,35ccf350.jpg,imagens\ATLETICO DE MADRID\35ccf350.jpg,6186.5,274.6
ATLETICO DE MADRID,9cb62f2f.jpg,imagens\ATLETICO DE MADRID\9cb62f2f.jpg,5591.6,258.3
ATLETICO DE MADRID,85840a54.jpg,imagens\ATLETICO DE MADRID\85840a54.jpg,4963.4,195.3
ATLETICO DE MADRID,abab7710.jpg,imagens\ATLETICO DE MADRID\abab7710.jpg,3814.5,328.8
ATLETICO DE MADRID,3671e2ba.jpg,imagens\ATLETICO DE MADRID\3671e2ba.jpg,5453,189.4
ATLETICO DE MADRID,8c99cd81.jpg,imagens\ATLETICO DE MADRID\8c99cd81.jpg,6223.4,293.8
ATLETICO DE MADRID,e5641003.jpg,imagens\ATLETICO DE MADRID\e5641003.jpg,6695.6,301.2
ATLETICO DE MADRID,88fa51c5.jpg,imagens\ATLETICO DE MADRID\88fa51c5.jpg,7243.7,284.9
ATLÉTICO MINEIRO,23f86bee.jpg,imagens\ATLÉTICO MINEIRO\23f86bee.jpg,165.9,129.5
ATLÉTICO MINEIRO,7099da50.jpg,ERRO,0,0
ATLÉTICO MINEIRO,07c5a313.jpg,imagens\ATLÉTICO MINEIRO\07c5a313.jpg,1199.4,144
ATLÉTICO MINEIRO,306eb5ad.jpg,ERRO,0,0
ATLÉTICO MINEIRO,7b654982.jpg,imagens\ATLÉTICO MINEIRO\7b654982.jpg,4236.8,123
ATLÉTICO MINEIRO,b24e7a43.jpg,imagens\ATLÉTICO MINEIRO\b24e7a43.jpg,8069.6,131.3
ATLÉTICO MINEIRO,12dac0fd.jpg,imagens\ATLÉTICO MINEIRO\12dac0fd.jpg,2204.5,193.8
ATLÉTICO MINEIRO,49c95e35.jpg,imagens\ATLÉTICO MINEIRO\49c95e35.jpg,145.7,118.5
ATLÉTICO MINEIRO,8bb0c3ff.jpg,ERRO,0,0
ATLÉTICO MINEIRO,IMG-20250723-WA0017.jpg,imagens\ATLÉTICO MINEIRO\IMG-20250723-WA0017.jpg,440.3,319.5
ATLÉTICO MINEIRO,2c56bef3.jpg,imagens\ATLÉTICO MINEIRO\2c56bef3.jpg,158.6,143.1
ATLÉTICO MINEIRO,787dbc7b.jpg,imagens\ATLÉTICO MINEIRO\787dbc7b.jpg,2982.9,254.9
ATLÉTICO MINEIRO,6fa01bb9.jpg,imagens\ATLÉTICO MINEIRO\6fa01bb9.jpg,276.6,278.8
ATLÉTICO MINEIRO,1ed6a417.jpg,imagens\ATLÉTICO MINEIRO\1ed6a417.jpg,310.3,238.7
ATLÉTICO MINEIRO,a4fd25e6.jpg,imagens\ATLÉTICO MINEIRO\a4fd25e6.jpg,140.2,115.8
ATLÉTICO MINEIRO,f40221c0.jpg,imagens\ATLÉTICO MINEIRO\f40221c0.jpg,261.8,264.8
ATLÉTICO MINEIRO,IMG-20250723-WA0014.jpg,imagens\ATLÉTICO MINEIRO\IMG-20250723-WA0014.jpg,411,299.9
ATLÉTICO MINEIRO,337a59c0.jpg,imagens\ATLÉTICO MINEIRO\337a59c0.jpg,9298.3,105.1
ATLÉTICO MINEIRO,67a9ae7a.jpg,imagens\ATLÉTICO MINEIRO\67a9ae7a.jpg,117.6,111.9
ATLÉTICO MINEIRO,d6a5dc66.jpg,imagens\ATLÉTICO MINEIRO\d6a5dc66.jpg,5045.1,136.9
ATLÉTICO MINEIRO,8b9012b2.jpg,imagens\ATLÉTICO MINEIRO\8b9012b2.jpg,410.3,324.1
ATLÉTICO MINEIRO,bc6a59d9.jpg,imagens\ATLÉTICO MINEIRO\bc6a59d9.jpg,8168.4,123.7
ATLÉTICO MINEIRO,7f1aac65.jpg,imagens\ATLÉTICO MINEIRO\7f1aac65.jpg,419.7,328.7
ATLÉTICO MINEIRO,6b4c2ed9.jpg,imagens\ATLÉTICO MINEIRO\6b4c2ed9.jpg,419.6,293.2
ATLÉTICO MINEIRO,960b82f4.jpg,imagens\ATLÉTICO MINEIRO\960b82f4.jpg,1370,177.9
ATLÉTICO MINEIRO,6817fdbf.jpg,imagens\ATLÉTICO MINEIRO\6817fdbf.jpg,2103.3,123.1
ATLÉTICO MINEIRO,151b1538.jpg,ERRO,0,0
ATLÉTICO MINEIRO,fdf72683.jpg,imagens\ATLÉTICO MINEIRO\fdf72683.jpg,9839.8,174.8
ATLÉTICO MINEIRO,f88eb818.jpg,imagens\ATLÉTICO MINEIRO\f88eb818.jpg,3993.9,116.3
ATLÉTICO MINEIRO,03f18769.jpg,imagens\ATLÉTICO MINEIRO\03f18769.jpg,10082.2,186.2
ATLÉTICO MINEIRO,b36113e9.jpg,imagens\ATLÉTICO MINEIRO\b36113e9.jpg,9961.8,182.5
ATLÉTICO MINEIRO,09a6a844.jpg,imagens\ATLÉTICO MINEIRO\09a6a844.jpg,7189.4,90
ATLÉTICO MINEIRO,15905a70.jpg,imagens\ATLÉTICO MINEIRO\15905a70.jpg,9878.9,156.2
ATLÉTICO MINEIRO,9628b004.jpg,imagens\ATLÉTICO MINEIRO\9628b004.jpg,9909.8,182.5
ATLÉTICO MINEIRO,IMG-20250723-WA0015.jpg,imagens\ATLÉTICO MINEIRO\IMG-20250723-WA0015.jpg,1220.5,220.7
ATLÉTICO MINEIRO,a01201d0.jpg,imagens\ATLÉTICO MINEIRO\a01201d0.jpg,10166.4,174.7
ATLÉTICO MINEIRO,235f302e.jpg,imagens\ATLÉTICO MINEIRO\235f302e.jpg,403.3,283.3
ATLÉTICO MINEIRO,IMG-20250723-WA0020.jpg,imagens\ATLÉTICO MINEIRO\IMG-20250723-WA0020.jpg,1445,282.1
ATLÉTICO MINEIRO,8cbaefe2.jpg,imagens\ATLÉTICO MINEIRO\8cbaefe2.jpg,3031.2,115.4
ATLÉTICO MINEIRO,b497ef91.jpg,imagens\ATLÉTICO MINEIRO\b497ef91.jpg,10990.6,166.2
ATLÉTICO MINEIRO,99d251f1.jpg,imagens\ATLÉTICO MINEIRO\99d251f1.jpg,10053.2,179
ATLÉTICO MINEIRO,31704928.jpg,imagens\ATLÉTICO MINEIRO\31704928.jpg,3194.1,153.3
ATLÉTICO MINEIRO,7193a94d.jpg,imagens\ATLÉTICO MINEIRO\7193a94d.jpg,2889.5,195.4
