Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Weight Unit,Status
nou-colors-400ml,,,,,,,,Violeta Vampiro 70237,nou-colors-400ml-70237,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Azul Bis 70264,nou-colors-400ml-70264,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Violeta Azulado 70018,nou-colors-400ml-70018,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Azul Navy 70262,nou-colors-400ml-70262,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Azul Ultra 70019,nou-colors-400ml-70019,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Azul Luminoso 70271,nou-colors-400ml-70271,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Azul Lewis 70020,nou-colors-400ml-70020,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Azul Transparente 70053,nou-colors-400ml-70053,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Azul Europa 70281,nou-colors-400ml-70281,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Azul Eureka 70261,nou-colors-400ml-70261,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Azul OdisséIa 70260,nou-colors-400ml-70260,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Azul AtlâNtico 70021,nou-colors-400ml-70021,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Azul Claro 70022,nou-colors-400ml-70022,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Azul Indigo 70263,nou-colors-400ml-70263,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Azul Retrô 70025,nou-colors-400ml-70025,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Azul Lost 70026,nou-colors-400ml-70026,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Verde Luz 70024,nou-colors-400ml-70024,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Azul áGua 70023,nou-colors-400ml-70023,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Azul Anjo 70256,nou-colors-400ml-70256,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Azul Barceloneta 70257,nou-colors-400ml-70257,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Azul Nuvem 70258,nou-colors-400ml-70258,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Azul Horizonte 70259,nou-colors-400ml-70259,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Cinza Escuro 70028,nou-colors-400ml-70028,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Cinza Black 70280,nou-colors-400ml-70280,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Verde Mar 70253,nou-colors-400ml-70253,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Azul Dolphin 70254,nou-colors-400ml-70254,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Azul AmazôNia 70255,nou-colors-400ml-70255,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Verde Folha 70035,nou-colors-400ml-70035,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Verde Escuro 70034,nou-colors-400ml-70034,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Verde Campo 70031,nou-colors-400ml-70031,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Verde Espinho 70251,nou-colors-400ml-70251,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Verde CáQui 70036,nou-colors-400ml-70036,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Verde Menta 70032,nou-colors-400ml-70032,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Verde Guaca 70030,nou-colors-400ml-70030,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Verde Transparente 70054,nou-colors-400ml-70054,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Verde Tatu 70250,nou-colors-400ml-70250,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Verde Eureka 70249,nou-colors-400ml-70249,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Verde Luminoso 70045,nou-colors-400ml-70045,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Verde Pimp My CarroçA 70283,nou-colors-400ml-70283,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Verde Nou 70282,nou-colors-400ml-70282,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Verde PáLido 70033,nou-colors-400ml-70033,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Verde Mundano 70284,nou-colors-400ml-70284,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Amarelo Luminoso 70042,nou-colors-400ml-70042,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Verde Day 70029,nou-colors-400ml-70029,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Ipanema 70248,nou-colors-400ml-70248,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-colors-400ml,,,,,,,,Verde Vespa 70252,nou-colors-400ml-70252,,shopify,10,deny,manual,29.00,,TRUE,TRUE,,,,,,,,
nou-fosforescente-400ml,NOU Fosforescente 400ml,"<p>Antes disponível como opção dentro da cartela de cores da NOU Colors 400ml, agora vendido como item individual. Consulte disponibilidade e preço pelo WhatsApp.</p><ul><li>Acabamento: Brilhante</li><li>Capacidade: 400ml</li></ul>",NOU,Sprays,"Sprays, sob-consulta",TRUE,Cor,Padrão,nou-fosforescente-400ml,,shopify,10,deny,manual,0.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/spray-preto-nou-colors-70049.jpg,1,NOU Fosforescente 400ml,FALSE,NOU Fosforescente 400ml | Dona Bomba,"Antes disponível como opção dentro da cartela de cores da NOU Colors 400ml, agora vendido como item individual. Consulte disponibilidade e preço pelo WhatsApp.",kg,active
nou-verniz-fosco-400ml,NOU Verniz Fosco 400ml,"<p>Antes disponível como opção dentro da cartela de cores da NOU Colors 400ml, agora vendido como item individual. Consulte disponibilidade e preço pelo WhatsApp.</p><ul><li>Acabamento: Fosco</li><li>Capacidade: 400ml</li></ul>",NOU,Sprays,"Sprays, sob-consulta",TRUE,Cor,Padrão,nou-verniz-fosco-400ml,,shopify,10,deny,manual,0.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/spray-preto-nou-colors-70049.jpg,1,NOU Verniz Fosco 400ml,FALSE,NOU Verniz Fosco 400ml | Dona Bomba,"Antes disponível como opção dentro da cartela de cores da NOU Colors 400ml, agora vendido como item individual. Consulte disponibilidade e preço pelo WhatsApp.",kg,active
oleo-de-linhaca-acrilex-100-ml,Óleo de Linhaça - Acrilex 100 ML,"<p>Linha fine art pra quem trabalha tela, ilustração e trabalhos de estúdio com mais precisão.</p><ul><li>Capacidade: 100ml</li></ul>",Acrilex,Fine Art,Fine Art,TRUE,Cor,Padrão,oleo-de-linhaca-acrilex-100-ml,,shopify,10,deny,manual,9.90,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/oleo-de-linhaca-acrilex-100-ml.jpg,1,Óleo de Linhaça - Acrilex 100 ML,FALSE,Óleo de Linhaça - Acrilex 100 ML | Dona Bomba,"Linha fine art pra quem trabalha tela, ilustração e trabalhos de estúdio com mais precisão.",kg,active
orange-silent-cap,Orange Silent Cap,<p>Válvulas e caps intercambiáveis pra controlar espessura e alcance do jato — do fat cap ao skinny.</p><ul><li>Categoria: Caps</li></ul>,Dona Bomba,Caps,Caps,TRUE,Cor,Padrão,orange-silent-cap,,shopify,10,deny,manual,4.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/orange-silent-cap.jpg,1,Orange Silent Cap,FALSE,Orange Silent Cap | Dona Bomba,Válvulas e caps intercambiáveis pra controlar espessura e alcance do jato — do fat cap ao skinny.,kg,active
pack-de-adesivos-destrutiveis-hubik-30-unidades,PACK  DE ADESIVOS DESTRUTIVEIS HUBIK® - 30 UNIDADES,"<p>Marcadores de ponta grossa e fina pra escrita, contorno e preenchimento em qualquer superfície.</p><ul><li>Categoria: Marcadores</li></ul>",Hubik,Marcadores,Marcadores,TRUE,Cor,Padrão,pack-de-adesivos-destrutiveis-hubik-30-unidades,,shopify,10,deny,manual,50.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/pack-de-adesivos-destrutiveis-hubik-30-unidades.jpg,1,PACK  DE ADESIVOS DESTRUTIVEIS HUBIK® - 30 UNIDADES,FALSE,PACK  DE ADESIVOS DESTRUTIVEIS HUBIK® - 30 UNIDADES | Dona Bomba,"Marcadores de ponta grossa e fina pra escrita, contorno e preenchimento em qualquer superfície.",kg,active
pack-de-adesivos-destrutiveis-hubik-60-unidades,PACK  DE ADESIVOS DESTRUTIVEIS HUBIK® - 60 UNIDADES,"<p>Marcadores de ponta grossa e fina pra escrita, contorno e preenchimento em qualquer superfície.</p><ul><li>Categoria: Marcadores</li></ul>",Hubik,Marcadores,Marcadores,TRUE,Cor,Padrão,pack-de-adesivos-destrutiveis-hubik-60-unidades,,shopify,10,deny,manual,70.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/pack-de-adesivos-destrutiveis-hubik-60-unidades.jpg,1,PACK  DE ADESIVOS DESTRUTIVEIS HUBIK® - 60 UNIDADES,FALSE,PACK  DE ADESIVOS DESTRUTIVEIS HUBIK® - 60 UNIDADES | Dona Bomba,"Marcadores de ponta grossa e fina pra escrita, contorno e preenchimento em qualquer superfície.",kg,active
pack-de-adesivos-destrutivel-hubik,Pack de adesivos destrutível HUBIK®,"<p>Marcadores de ponta grossa e fina pra escrita, contorno e preenchimento em qualquer superfície.</p><ul><li>Categoria: Marcadores</li></ul>",Hubik,Marcadores,Marcadores,TRUE,Cor,Padrão,pack-de-adesivos-destrutivel-hubik,,shopify,10,deny,manual,49.90,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/pack-de-adesivos-destrutivel-hubik.jpg,1,Pack de adesivos destrutível HUBIK®,FALSE,Pack de adesivos destrutível HUBIK® | Dona Bomba,"Marcadores de ponta grossa e fina pra escrita, contorno e preenchimento em qualquer superfície.",kg,active
pack-stickers-hello-my-name,Pack Stickers - Hello My Name,"<p>Luvas, máscaras e itens de proteção e apoio pra quem pinta na rua ou no estúdio.</p><ul><li>Categoria: Acessórios</li></ul>",Dona Bomba,Acessórios,Acessórios,TRUE,Cor,Padrão,pack-stickers-hello-my-name,,shopify,10,deny,manual,5.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/pack-stickers-hello-my-name.jpg,1,Pack Stickers - Hello My Name,FALSE,Pack Stickers - Hello My Name | Dona Bomba,"Luvas, máscaras e itens de proteção e apoio pra quem pinta na rua ou no estúdio.",kg,active
pack-stickers-sticker-day-pack-1-pre-venda,Pack Stickers - Sticker Day (Pack 1) PRÉ-VENDA,"<p>Luvas, máscaras e itens de proteção e apoio pra quem pinta na rua ou no estúdio.</p><ul><li>Categoria: Acessórios</li></ul>",Dona Bomba,Acessórios,Acessórios,TRUE,Cor,Padrão,pack-stickers-sticker-day-pack-1-pre-venda,,shopify,10,deny,manual,20.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/pack-stickers-sticker-day-pack-1-pre-venda.jpg,1,Pack Stickers - Sticker Day (Pack 1) PRÉ-VENDA,FALSE,Pack Stickers - Sticker Day (Pack 1) PRÉ-VENDA | Dona Bomba,"Luvas, máscaras e itens de proteção e apoio pra quem pinta na rua ou no estúdio.",kg,active
painel-para-pintura-100x100-1-un,Painel para pintura 100x100 - 1 un,"<p>Linha fine art pra quem trabalha tela, ilustração e trabalhos de estúdio com mais precisão.</p><ul><li>Categoria: Fine Art</li></ul>",Dona Bomba,Fine Art,Fine Art,TRUE,Cor,Padrão,painel-para-pintura-100x100-1-un,,shopify,10,deny,manual,150.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/painel-para-pintura-100x100-1-un.jpg,1,Painel para pintura 100x100 - 1 un,FALSE,Painel para pintura 100x100 - 1 un | Dona Bomba,"Linha fine art pra quem trabalha tela, ilustração e trabalhos de estúdio com mais precisão.",kg,active
painel-para-pintura-30x40-1-un,Painel para pintura 30x40 - 1 un,"<p>Linha fine art pra quem trabalha tela, ilustração e trabalhos de estúdio com mais precisão.</p><ul><li>Categoria: Fine Art</li></ul>",Dona Bomba,Fine Art,Fine Art,TRUE,Cor,Padrão,painel-para-pintura-30x40-1-un,,shopify,10,deny,manual,45.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/painel-para-pintura-30x40-1-un.jpg,1,Painel para pintura 30x40 - 1 un,FALSE,Painel para pintura 30x40 - 1 un | Dona Bomba,"Linha fine art pra quem trabalha tela, ilustração e trabalhos de estúdio com mais precisão.",kg,active
pocket-cap,Pocket Cap,"<p>Tintas spray de alta cobertura pra grafite, arte urbana e customização. Secagem rápida, baixa pressão e cartela de cores extensa.</p><ul><li>Categoria: Caps</li></ul>",Dona Bomba,Caps,Caps,TRUE,Cor,Padrão,pocket-cap,,shopify,10,deny,manual,4.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/pocket-cap.jpg,1,Pocket Cap,FALSE,Pocket Cap | Dona Bomba,"Tintas spray de alta cobertura pra grafite, arte urbana e customização. Secagem rápida, baixa pressão e cartela de cores extensa.",kg,active
ponta-dripper-squeezer-mop,Ponta Dripper Squeezer Mop,"<p>Marcadores de ponta grossa e fina pra escrita, contorno e preenchimento em qualquer superfície.</p><ul><li>Categoria: Squeezer</li></ul>",Dona Bomba,Squeezer,Squeezer,TRUE,Cor,Padrão,ponta-dripper-squeezer-mop,,shopify,10,deny,manual,15.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/ponta-dripper-squeezer-mop.jpg,1,Ponta Dripper Squeezer Mop,FALSE,Ponta Dripper Squeezer Mop | Dona Bomba,"Marcadores de ponta grossa e fina pra escrita, contorno e preenchimento em qualquer superfície.",kg,active
refil-atomik-silver,Refil ATOMIK® Silver,"<p>Marcadores de ponta grossa e fina pra escrita, contorno e preenchimento em qualquer superfície.</p><ul><li>Categoria: Marcadores</li></ul>",Dona Bomba,Marcadores,Marcadores,TRUE,Cor,Padrão,refil-atomik-silver,,shopify,10,deny,manual,35.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/refil-atomik-silver.jpg,1,Refil ATOMIK® Silver,FALSE,Refil ATOMIK® Silver | Dona Bomba,"Marcadores de ponta grossa e fina pra escrita, contorno e preenchimento em qualquer superfície.",kg,active
refil-hubik-200-ml,Refil HUBIK® - 200 ML,"<p>Produto original de arte urbana, direto pra sua mochila.</p><ul><li>Capacidade: 200ml</li></ul>",Hubik,Squeezer,Squeezer,TRUE,Cor,Padrão,refil-hubik-200-ml,,shopify,10,deny,manual,45.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/refil-hubik-200-ml.jpg,1,Refil HUBIK® - 200 ML,FALSE,Refil HUBIK® - 200 ML | Dona Bomba,"Produto original de arte urbana, direto pra sua mochila.",kg,active
refill-permanente-hubik-100ml,Refill Permanente - HUBIK®  100ml,"<p>Marcadores de ponta grossa e fina pra escrita, contorno e preenchimento em qualquer superfície.</p><ul><li>Capacidade: 100ml</li></ul>",Hubik,Marcadores,Marcadores,TRUE,Cor,Padrão,refill-permanente-hubik-100ml,,shopify,10,deny,manual,30.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/refill-permanente-hubik-100ml.jpg,1,Refill Permanente - HUBIK®  100ml,FALSE,Refill Permanente - HUBIK®  100ml | Dona Bomba,"Marcadores de ponta grossa e fina pra escrita, contorno e preenchimento em qualquer superfície.",kg,active
respirador-1-4-facial-plastcor-com-1-filtro-incluso,Respirador 1/4 Facial Plastcor Com 1 Filtro Incluso,"<p>Luvas, máscaras e itens de proteção e apoio pra quem pinta na rua ou no estúdio.</p><ul><li>Categoria: Acessórios</li></ul>",Plastcor,Acessórios,Acessórios,TRUE,Cor,Padrão,respirador-1-4-facial-plastcor-com-1-filtro-incluso,,shopify,10,deny,manual,69.90,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/respirador-1-4-facial-plastcor-com-1-filtro-incluso.jpg,1,Respirador 1/4 Facial Plastcor Com 1 Filtro Incluso,FALSE,Respirador 1/4 Facial Plastcor Com 1 Filtro Incluso | Dona Bomba,"Luvas, máscaras e itens de proteção e apoio pra quem pinta na rua ou no estúdio.",kg,active
retentor-para-filtros-3m-501-o-par,Retentor para Filtros 3M™ 501 (o par),"<p>Luvas, máscaras e itens de proteção e apoio pra quem pinta na rua ou no estúdio.</p><ul><li>Categoria: Acessórios</li></ul>",3M,Acessórios,Acessórios,TRUE,Cor,Padrão,retentor-para-filtros-3m-501-o-par,,shopify,10,deny,manual,10.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/retentor-para-filtros-3m-501-o-par.jpg,1,Retentor para Filtros 3M™ 501 (o par),FALSE,Retentor para Filtros 3M™ 501 (o par) | Dona Bomba,"Luvas, máscaras e itens de proteção e apoio pra quem pinta na rua ou no estúdio.",kg,active
short-gilrs-love-graffiti-high-quality,Short Gilrs Love Graffiti - HIGH QUALITY,<p>Peças de vestuário da loja — pra usar a marca no corpo.</p><ul><li>Categoria: Vestuário</li></ul>,Dona Bomba,Vestuário,Vestuário,TRUE,Cor,Padrão,short-gilrs-love-graffiti-high-quality,,shopify,10,deny,manual,49.90,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/short-gilrs-love-graffiti-high-quality.jpg,1,Short Gilrs Love Graffiti - HIGH QUALITY,FALSE,Short Gilrs Love Graffiti - HIGH QUALITY | Dona Bomba,Peças de vestuário da loja — pra usar a marca no corpo.,kg,active
solid-marker-art-primo-hobo-prata,Solid Marker - Art Primo Hobo (Prata),"<p>Marcadores de ponta grossa e fina pra escrita, contorno e preenchimento em qualquer superfície.</p><ul><li>Categoria: Marcadores</li></ul>",Art Primo,Marcadores,Marcadores,TRUE,Cor,Padrão,solid-marker-art-primo-hobo-prata,,shopify,10,deny,manual,45.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/solid-marker-art-primo-hobo-prata.jpg,1,Solid Marker - Art Primo Hobo (Prata),FALSE,Solid Marker - Art Primo Hobo (Prata) | Dona Bomba,"Marcadores de ponta grossa e fina pra escrita, contorno e preenchimento em qualquer superfície.",kg,active
solid-marker-hubik,Solid Marker HUBIK®,"<p>Marcadores de ponta grossa e fina pra escrita, contorno e preenchimento em qualquer superfície.</p><ul><li>Categoria: Marcadores</li></ul>",Hubik,Marcadores,Marcadores,TRUE,Cor,Padrão,solid-marker-hubik,,shopify,10,deny,manual,69.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/solid-marker-hubik.jpg,1,Solid Marker HUBIK®,FALSE,Solid Marker HUBIK® | Dona Bomba,"Marcadores de ponta grossa e fina pra escrita, contorno e preenchimento em qualquer superfície.",kg,active
solvente-caps-saver-nou-300ml,Solvente Caps Saver - NOU 300ml,"<p>Tintas spray de alta cobertura pra grafite, arte urbana e customização. Secagem rápida, baixa pressão e cartela de cores extensa.</p><ul><li>Acabamento: Brilhante</li><li>Capacidade: 300ml</li></ul>",NOU,Sprays,Sprays,TRUE,Cor,Padrão,solvente-caps-saver-nou-300ml,,shopify,10,deny,manual,29.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/solvente-caps-saver-nou-300ml.jpg,1,Solvente Caps Saver - NOU 300ml,FALSE,Solvente Caps Saver - NOU 300ml | Dona Bomba,"Tintas spray de alta cobertura pra grafite, arte urbana e customização. Secagem rápida, baixa pressão e cartela de cores extensa.",kg,active
spray-art-cans-400ml,Spray Art Cans 400ML,"<p>Tintas spray de alta cobertura pra grafite, arte urbana e customização. Secagem rápida, baixa pressão e cartela de cores extensa. Cores aproximadas — a cor exata pode variar de tela pra tela.</p><ul><li>Cores: 32 cores</li><li>Acabamento: Brilhante</li><li>Capacidade: 400ml</li></ul>",Dona Bomba,Sprays,Sprays,TRUE,Cor,Anthracite Grey Middle 187,spray-art-cans-400ml-187,,shopify,10,deny,manual,25.00,,TRUE,TRUE,https://public-delta-lyart-86.vercel.app/img/produtos/spray-art-cans-aqua-dark-168.jpg,1,Spray Art Cans 400ML,FALSE,Spray Art Cans 400ML | Dona Bomba,"Tintas spray de alta cobertura pra grafite, arte urbana e customização. Secagem rápida, baixa pressão e cartela de cores extensa. Cores aproximadas — a cor e...",kg,active
spray-art-cans-400ml,,,,,,,,Aqua Dark 168,spray-art-cans-400ml-168,,shopify,10,deny,manual,25.00,,TRUE,TRUE,,,,,,,,
spray-art-cans-400ml,,,,,,,,Beige Brown 130,spray-art-cans-400ml-130,,shopify,10,deny,manual,25.00,,TRUE,TRUE,,,,,,,,
spray-art-cans-400ml,,,,,,,,Black 150,spray-art-cans-400ml-150,,shopify,10,deny,manual,25.00,,TRUE,TRUE,,,,,,,,
spray-art-cans-400ml,,,,,,,,Blackberry 132,spray-art-cans-400ml-132,,shopify,10,deny,manual,25.00,,TRUE,TRUE,,,,,,,,
spray-art-cans-400ml,,,,,,,,Burgundy 116,spray-art-cans-400ml-116,,shopify,10,deny,manual,25.00,,TRUE,TRUE,,,,,,,,
spray-art-cans-400ml,,,,,,,,Cadmium Yellow 150,spray-art-cans-400ml-150,,shopify,10,deny,manual,25.00,,TRUE,TRUE,,,,,,,,
spray-art-cans-400ml,,,,,,,,Dark Blue 118,spray-art-cans-400ml-118,,shopify,10,deny,manual,25.00,,TRUE,TRUE,,,,,,,,
spray-art-cans-400ml,,,,,,,,Erica Light 119,spray-art-cans-400ml-119,,shopify,10,deny,manual,25.00,,TRUE,TRUE,,,,,,,,
spray-art-cans-400ml,,,,,,,,Erica Violet 106,spray-art-cans-400ml-106,,shopify,10,deny,manual,25.00,,TRUE,TRUE,,,,,,,,
spray-art-cans-400ml,,,,,,,,Fern Green 122,spray-art-cans-400ml-122,,shopify,10,deny,manual,25.00,,TRUE,TRUE,,,,,,,,
spray-art-cans-400ml,,,,,,,,Grey Neutral 134,spray-art-cans-400ml-134,,shopify,10,deny,manual,25.00,,TRUE,TRUE,,,,,,,,
spray-art-cans-400ml,,,,,,,,Lagoon Blue 164,spray-art-cans-400ml-164,,shopify,10,deny,manual,25.00,,TRUE,TRUE,,,,,,,,
spray-art-cans-400ml,,,,,,,,Light Blue 114,spray-art-cans-400ml-114,,shopify,10,deny,manual,25.00,,TRUE,TRUE,,,,,,,,
spray-art-cans-400ml,,,,,,,,Light Blue Light 140,spray-art-cans-400ml-140,,shopify,10,deny,manual,25.00,,TRUE,TRUE,,,,,,,,
spray-art-cans-400ml,,,,,,,,Light Grey Neutral 184,spray-art-cans-400ml-184,,shopify,10,deny,manual,25.00,,TRUE,TRUE,,,,,,,,
spray-art-cans-400ml,,,,,,,,Light Orange 102,spray-art-cans-400ml-102,,shopify,10,deny,manual,25.00,,TRUE,TRUE,,,,,,,,
spray-art-cans-400ml,,,,,,,,Melon Yellow 104,spray-art-cans-400ml-104,,shopify,10,deny,manual,25.00,,TRUE,TRUE,,,,,,,,
spray-art-cans-400ml,,,,,,,,Moss Green 124,spray-art-cans-400ml-124,,shopify,10,deny,manual,25.00,,TRUE,TRUE,,,,,,,,
spray-art-cans-400ml,,,,,,,,Nut 132,spray-art-cans-400ml-132,,shopify,10,deny,manual,25.00,,TRUE,TRUE,,,,,,,,
spray-art-cans-400ml,,,,,,,,Ocean Blue 128,spray-art-cans-400ml-128,,shopify,10,deny,manual,25.00,,TRUE,TRUE,,,,,,,,
spray-art-cans-400ml,,,,,,,,Ocher 176,spray-art-cans-400ml-176,,shopify,10,deny,manual,25.00,,TRUE,TRUE,,,,,,,,
spray-art-cans-400ml,,,,,,,,Pear 120,spray-art-cans-400ml-120,,shopify,10,deny,manual,25.00,,TRUE,TRUE,,,,,,,,
spray-art-cans-400ml,,,,,,,,Pure Orange 110,spray-art-cans-400ml-110,,shopify,10,deny,manual,25.00,,TRUE,TRUE,,,,,,,,
spray-art-cans-400ml,,,,,,,,Purple 112,spray-art-cans-400ml-112,,shopify,10,deny,manual,25.00,,TRUE,TRUE,,,,,,,,
spray-art-cans-400ml,,,,,,,,Riviera 126,spray-art-cans-400ml-126,,shopify,10,deny,manual,25.00,,TRUE,TRUE,,,,,,,,
spray-art-cans-400ml,,,,,,,,Signal Red 104,spray-art-cans-400ml-104,,shopify,10,deny,manual,25.00,,TRUE,TRUE,,,,,,,,
spray-art-cans-400ml,,,,,,,,Sky Blue 116,spray-art-cans-400ml-116,,shopify,10,deny,manual,25.00,,TRUE,TRUE,,,,,,,,
spray-art-cans-400ml,,,,,,,,Telemagenta 108,spray-art-cans-400ml-108,,shopify,10,deny,manual,25.00,,TRUE,TRUE,,,,,,,,
spray-art-cans-400ml,,,,,,,,Transparent Black 155,spray-art-cans-400ml-155,,shopify,10,deny,manual,25.00,,TRUE,TRUE,,,,,,,,
spray-art-cans-400ml,,,,,,,,Violet 110,spray-art-cans-400ml-110,,shopify,10,deny,manual,25.00,,TRUE,TRUE,,,,,,,,
spray-art-cans-400ml,,,,,,,,White 160,spray-art-cans-400ml-160,,shopify,10,deny,manual,25.00,,TRUE,TRUE,,,,,,,,
